Author,Description,Gener,title
Sanderson Brandon,"Tricked into releasing the evil spirit Ruin while attempting to close the Well of Ascension, new emperor Elend Venture and his wife, the assassin Vin, are now hard-pressed to save the world. This adventure brings the Mistborn epic fantasy trilogy to a dramatic and surprising climax as Sanderson's saga offers complex characters and a compelling plot, asking hard questions about loyalty, faith and responsibility.",Fiction  ,The Hero of Ages - The Third Mistborn Novel
Graphic India,"From comic book legend, Grant Morrison (Batman, All Star Superman, The Invisibles, Dinosaurs Vs. Aliens) comes 18 Days, a re-imagining of the great eastern myth, the Mahabharata, that tells the story of three generations of super-warriors, meeting for the final battle of their age. Written and illustrated by a group of acclaimed artists and writers, this third volume focuses on the battle taking place on the fields of Kurukshetra, as warriors from both sides prove their names worthy of legend., ",Comics & Graphic Novels  ,18 Days - The Mahabharata - Vol 3 Battle For The Ages
Geronimo Stilton,"Hello, Mouse Friends! Join Me, Geronimo Stilton, In Solving This Whisker-licking-good Mystery. Find Clues Along With Me As You Read. Together, We'll Be Super-squeaky Investigators!it Was A Lovely Autumn Day When A Bank Robbery Took Place Right In Front Of Me! The Mysterious Villain Cat-cat And His Hench Mice Were Stealing Money All Over New Mouse City. Would My Friends And I Be Able To Stop Them Before They Robbed All The Banks In Town?",Fiction  ,The Cat Gang
Uderzo Albert,"Phoenician merchant Ekonomikrisis has forgotten the druid Getafix's order for rock oil - an essential ingredient in the magic potion. So Asterix and Obelix go prospecting for black gold in the Middle East. Can they also outwit the Roman secret agent Dubbelosix and his amazing folding chariot, equipped with all the latest spy gadgets?",Comics & Graphic Novels  ,Asterix: Asterix and the Black Gold
Morrison Grant,"Grant Morrison's 18 Days is an epic graphic novel companion to the new web-series by the same name. Featuring the story-telling of master comic book writer Grant Morrison and comic book illustrator Mukesh Singh, 18 Days is the story of the world's greatest war: the Kurukshetra, and the story of the Mahabharata.Summary of the BookEons ago, two families fought over the throne of one of the greatest kingdoms ever known. The five Pandavas and the one hundred Kauravas fought each other in a bloody war that bathed the field in red. Their story is one of love, hate, envy, brotherhood, familial ties, pride, Dharma and truth. Filled with gods and demigods, the story of the Mahabharata is a story for all generations. Grant Morrison's 18 Days is a companion book to the online web-series following the major events of the war. In its pages readers will find valuable story notes, scripts, character descriptions and insights into how the storyboard evolved. It shows the formation of the show from an idea, one pioneered by one of the largest names in the graphic novel business: Grant Morrison",Fiction  ,18 Days
Tezuka Osamu,"Prince Ajatasattu is the 7th volume in Osamu TezukaÃÂÃÂs Buddha manga series.Summary of the BookThe Buddha prophesied that Prince Ajatasattu will one day slay his father, Bimbisara. Ajatasattu realizes that his father is distancing him, and he links this loss in affection to the BuddhaÃÂÃÂs prophecy. This makes a rift between father and son, making Ajatasattu believe the Buddha is to blame for everything. He goes after the BuddhaÃÂÃÂs head, seeking vengeance. Meanwhile, Devadatta is forming an organization that the Buddha condones. He alone sees the evils in his vision. The BuddhaÃÂÃÂs pupils begin to wonder how they are to preserve his teachings after his death, for not even the Enlightened One can escape the noose of time.About Osamu TezukaOsamu Tezuka was a Japanese mangaka, animator, film director and film producer. He is widely considered the Father of Manga, and the Kamisama of Manga. He is best known for creating the Astro Boy franchise, Kimba the White Lion, Message to Adolf, Princess Knight, and Black Jack.Tezuka-san won several accolades for his work and contribution to the genre. He is the recipient of the 1983 Shogakukan Manga Award, the 2004 and 2005 Eisner Awards for Buddha, and the 2009 Eisner Award for Dororo.The Buddha series was adapted into an animated film by Kozo Morishita, produced by Tezuka Productions, animated by Toei Animation and distributed by Toei Company and Warner Bros. Pictures.Series Reading OrderThe story of the Enlightened One ends in the eighth and final instalment of the manga series, Jetavana.",Comics & Graphic Novels  ,Prince Ajatasattu
Matampu Kunhukuttan,"Outcaste ( Brushte in the original Malayalam) is a powerful story of the revenge a single woman named Paptikutty wreaks on her community for the monstrous injustice done to her. It is based on the 1905 trial of a Namboodiri woman for adultery and the revenge she exacted on her sixty-four lovers, who belonged to the most powerful families of the land. In the novel, Paptikutty is an avatar of Goddess Kali herself, bringing justice and revolution wherever there is corruption and sin. The Namboodiri Brahmins were the most powerful community in Kerala in the period in which the novel is set, more powerful than the King himself. Bound by rigid customs and rules, they silenced everyone who opposed them in their quest for more wealth and power. Namboodiri women were confined to the inner quarters of the house, where they lived in squalor and degradation. The influence of the Namboodiris grew unchecked until the end of the nineteenth century, when PaptikuttyÃÂÃÂs act of vengeance weakened the community from within. Passionate and gripping, Outcaste is an unforgettable indictment of the injustices perpetuated by upper caste menÃÂÃÂa continuing problem in Indian society.",Fiction  ,OUTCASTE: A NOVEL
Om Kidz,"London, December 1944. Emy hates India. 16 years ago, she had lost her parents there. And all of a sudden, the past beckons. Rather accidentally, Emy chances upon the personal diary of her mother AmÃÂÃÂ©lia, a resigned young woman, straight out of rigid Victorian England, confronted, through a strange India, with her own sexuality. January 1928. AmÃÂÃÂ©lia sets sail with Emy on the first ship to Bombay, to reunite with her husband Thomas, captain in the army at Khalapur, in Rajasthan. But the reunion leaves much to be desired. Thomas seems to have changed unless it is AmÃÂÃÂ©lia who cannot handle the suffocating heat of the Thar Desert. Fortunately, there is Kenneth Lowther, ThomasÃÂÃÂs friend, an atheist philosopher, who tries to explain to AmÃÂÃÂ©lia, the disconcerting India, its religion, costumes and the magnificence of its maharajas. The young lady finds it difficult to find her bearings in this new set-up.",  ,India Dreams: 2 When The Monsoon Returns PB
Jeff Kinney,"Diary Of A Wimpy Kid: The Ugly Truth is the fifth book, following the events in GregÃÂÃÂs life, after his breakup with Rowley, his best friend.Summary Of The BookDiary Of A Wimpy Kid: The Ugly Truth picks up two weeks after Greg and Rowley stopped being friends. They are not even talking to each other and Rowley JeffersonÃÂÃÂs parents have found a replacement best friend for him. They have got him a for-hire friend, called Cool Brian, designed to be a role model for a kid RowleyÃÂÃÂs age.Greg, meanwhile, has decided that he has had about enough of being a kid. He wants to grow up as soon as possible and leave his childhood behind. Unexpectedly, he gets an opportunity to show his grown up side.GregÃÂÃÂs mother, Susan Heffley, has decided to return to college for a few months and asks her family to take good care of each other and their home, when she is away. Now, Greg is left responsible for waking himself up every morning on time, find clean clothes to wear when there are none, and deal with his home work on his own.While he is dealing with all this, his Uncle Gary is preparing for his fourth marriage. As a class assignment, he has to take care of an egg. He also has to deal with a lazy maid at home who shirks most of her work and takes naps on GregÃÂÃÂs bed. Things just proceed from bad to worse, with GregÃÂÃÂs dad spraining his ankle, and a supervised slumber party turning into a disaster. Also, Greg finds that his dentist appointment is not at the center that he likes, but with a paranoid and irritable dentist.Diary Of A Wimpy Kid: The Ugly Truth sold 548,000 books and was received positively.About Jeff KinneyJeff Kinney is an American cartoonist and writer.His other books include Diary of a Wimpy Kid: The Last Straw, Diary of a Wimpy Kid: Cabin Fever, Diary of a Wimpy Kid: Dog Days, and Diary of a Wimpy Kid: The Third Wheel.Jeff Kinney published his own comic strip, Igdoof, in his college newspaper. He is also a designer of online games and also helped create the popular childrenÃÂÃÂs website, Poptropica. He got an opportunity to serialize his first book, about a kid who keeps a daily journal of his life, on the site Funbrain.com. Diary of a Wimpy Kid became hugely popular and the book, when it was published, immediately became a bestseller, and has sold more than 58 million copies.",Juvenile Fiction"" Comedy  ,Diary of a Wimpy Kid The Ugly Truth
Jennifer Donnelly,"From New York Times best-selling author Jennifer Donnelly comes an enchanting original story, Disney Beauty and the Beast Lost in a Book. Hidden in the Beast's library is a very mysterious book. Belle is about to discover it and visit a glittering new world. But is everything in that world what it seems? And will Belle be able to find her way home? Or will the story take hold of her-and never let her go?",Literature & Fiction  ,Disney - Beauty and the Beast - Lost in a Book - An Enchanting Original Story
Uderzo Albert,"Who can have dumped a baby boy in a basket outside Asterix's hut? Child-care is something new to Asterix and Obelix, not to mention Crismus Cactus, Prefect of Gaul, masquerading as a Gaulish nursemaid. Why are the Romans after the baby - and just what plot is the treacherous Brutus hatching against Julius Caesar? Find out the answers inside.",Comics & Graphic Novels  ,Asterix: Asterix and Son
Griffiths Andy,"Andy and Terry's amazing treehouse has thirteen new levels! They've added a chocolate waterfall you can swim in, a volcano for toasting marshmallows, a bulldozer-battling level, a baby-dinosaur-petting zoo, a not-very-merry merry-go-round, a boxing elephant called the Trunkinator, an X-ray room, a disco with light-up dance floor, the world's scariest roller coaster and a top-secret thirty-ninth level which hasn't even been finished yet! But how can they enjoy all this brilliant stuff when they have to write a book faster they've ever done before? You'll have to read it to find out! The 39-Storey Treehouse is the third book in Andy Griffith's and Terry Denton's wacky treehouse adventures, where the laugh-out-loud story is told through a combination of text and fantastic cartoon-style illustrations.",Juvenile Fiction  ,The 39-Storey Treehouse
Uderzo Albert,"Cacofonix's tuneless singing always makes it rain - which is just what they want in Rajah Watzit's distant Eastern kingdom. The guru Hoodunnit has threatened to end a terrible drought by sacrificing lovely Princess Orinjade. Can the Gauls, flown in on the fakir Watziznehm's magic carpet, rescue her? The bard's finest hour has come.",Comics & Graphic Novels  ,Asterix: Asterix and the Magic Carpet
Sy Montgomery,"A book that earned Sy Montgomery her status as one of the most celebrated wildlife writers of our time, Spell of the Tiger brings readers to Sundarbans, a vast tangle of mangrove swamp and tidal delta that lies between India and Bangladesh. It is the only spot on earth where tigers routinely eat peopleÃÂÃÂswimming silently behind small boats at night to drag away fishermen, snatching honey collectors and woodcutters from the forest. But, unlike in other parts of Asia where tigers are rapidly being hunted to extinction, tigers in Sundarbans are revered. With the skill of a naturalist and the spirit of a mystic, Montgomery reveals the delicate balance of Sundarbans life, explores the mix of worship and fear that offers tigers unique protection there, and unlocks some surprising answers about why people at risk of becoming prey might consider their predator a god.",Outdoors & Nature  ,SPELL OF THE TIGER
Chandrakant Kamala,"Amar Chitra Katha retells the hilarious stories of Raman of Tenali, one of the wisest men in King KrishnadevarayaÃÂÃÂs court.Summary of the BookTenali Raman was one of the ministers of King KrishnadevarayaÃÂÃÂs court, and one of the wisest men of his time. He was one of the eight poets of the Vijayanagara court. His stories have become a part of South Indian folklore, and he is remembered as a folk hero for his antics and wisdom. He was unafraid of speaking to the King honestly, or of pointing out his mistakes. HHe taught wrong-doers a lesson using witty ways to show them their mistakes. One of South IndiaÃÂÃÂs finest writers and poets, he is the subject of many stories, all of them along the line of Akbar and Birbal or Nasreddin Hodja. These stories will help a new generation of readers experience the wisdom of one of the wittiest men in history.About Amar Chitra KathaAmar Chitra Katha is an Indian publishing house majorly known for its publication of graphic novels and comics about Indian mythology.Several famous titles in these series are: The Mahabharata and Valmiki's Ramayana.",Juvenile Fiction  ,Raman of Tenali
Vikram Kapur,"To Deepa, Prem gave no hint of the churning inside him. In front of her he affected a cheery demeanour, indulging her in her plans for their honeymoon, which she kept revising. It was a welcome escape from the mayhem surrounding him. There were occasions where the pretence got to him and a voice rose inside, urging him to tell her everything. He silenced it. Deepa was a Hindu and would never understand. Until then, he had never thought of her as different. Prem Kohli, the handsome, ambitious son of a Sikh refugee, has the world at his feet. A glittering career lies ahead, and he has just got engaged to his college girlfriend, Deepa, overcoming her parents' reservations about Hindus and Sikhs intermarrying. But, while Deepa remains occupied with their marriage plans, the Indian Army enters the Golden Temple. Prem cannot contain his rising anger at the desecration of the shrine and at the people around him who shrug it off as 'teaching a lesson' to the Sikhs. He begins growing out his hair and beard, and visiting the gurudwara regularly, where he learns about the militancy in Punjab. Matters come to a head a few months later, when Prime Minister Indira Gandhi is assassinated and anti-Sikh riots break out all over Delhi, as Prem is caught up in a vortex of violence and hate that threatens to engulf all of their lives. In The Assassinations, Vikram Kapur writes with sensitivity about a topic that still holds painful memories, skilfully telling the story of how ordinary lives are distorted by the forces of history. At the same time, he masterfully evokes the New Delhi of the 1980s, with its wide, leafy roads masking the precariousness of its Punjabi middle class. This memorable book captures the turbulence of those times, while chronicling the ways in which continuing to live means coming to terms with many kinds of deaths.",Literature & Fiction  ,The Assassinations - A Novel of 1984
Ohba Tsugumi,"Light Yagami is an ace student with great prospects, and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Noteto rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal...or his life? After a high-speed chase, Light and the taskforce apprehend the newest Kira. Light regains his Death Note and his memories, and the depths of his cunning are revealed as the plans he carefully put in place before going into confinement are slowly unveiled. His masterful manipulation of both humans and Shinigami lead him to the strongest position he's yet enjoyed. But the glow of his victory is marred when a new threat appears. Can Light withstand a surprise attack on two fronts?",Comics & Graphic Novels  ,"Death Note, Vol. 7"
Stilton Geronimo,"Everyone adores chocolate and chocolate lovers are plenty. So, why is it that TheaÃÂÃÂs friendÃÂÃÂs chocolate factory is suddenly not doing well?Summary of the BookThea and her friends are excited as they are about to visit their friend in Ecuador who owns a chocolate factory. This means yummy chocolates coming their way. The factory has been running for a major award because it has good environmental methods. However, something goes wrong and suddenly their friendÃÂÃÂs chocolate factory is not doing as well as it used to. The production of the chocolate starts to go downhill and no one knows why. The Thea Sisters suspect that this could be the job of an enemy and it is up to them to find out who did this. Will they be able to save their friendÃÂÃÂs factory and make sure that it wins the award?About Geronimo StiltonGeronimo Stilton is the pseudonym of the famous Italian writer Elisabetta Dami. She has written the famous series of books on Geronimo Stilton. She co-owns the Italian based publishing company called Edizioni Piemme. She likes to get all her ideas through her travels to places around the world.",Juvenile Fiction  ,Thea Stilton#19 Thea Stilton and the Chocolate Sabotage
Balli Kaur Jaswal,"""Hilarious and heartwarming, an east-meets-west novel for fans of The Little Coffee Shop of KabulWhen Nikki takes a creative writing job at her local temple, with visions of emancipating the women of the community she left behind as a self-important teenager, sheÃÂÃÂs shocked to discover a group of barely literate women who have no interest in her ideals.Yet to her surprise, the white dupatta of the widow hides more than just their modesty-these are women who have spent their lives in the shadows of fathers, brothers and husbands, being dutiful, raising children and going to temple, but whose inner lives are as rich and fruitful as their untold stories. But as they begin to open up to each other about womanhood, sexuality and the dark secrets within the community, Nikki realises that the illicit nature of the class may place them all in danger.East meets west and tradition clashes with modernity in a thought-provoking cross-cultural novel that might make you look again at the women in your lifeÃÂÃÂ¦""",Fiction  ,Erotic Stories for Punjabi Widows - A Novel
THEA STILTON,"One of the Thea Sisters' favorite authors, a famous mystery writer, has disappeared! To find him, the five mice travel to his native Iceland. Together they traverse the stunning landscape and reconstruct the plot of the author's latest novel. But it's more dangerous than they expected! Can the mouselets locate their beloved author, or will their search just end up as an icy mess?",CHILDRENS  ,THEA STILTON& THE FROZEN FIASCO
Ghosh Amitav,"Afeem Sagar is the Hindi version of the novel Sea of Poppies, the first book of the trilogy Ibis, written by the famous contemporary Indian author, Amitav Ghosh. It sheds light on the life in Calcutta and on the banks of river Ganga foregoing the Opium Wars. Sea of Poppies earned Amitav the Man Booker Prize nomination.Summary of the BookAfeem Sagar is a story set in the 1830s. It brings out the myriad colours and shadier elements of a family stricken with internal conflicts, as well as the social dogmas that plagued the Indian society back in the days. It also describes the outbreak of the Opium Wars in China, placing the fictional characters in a factual backdrop who unexpectedly meet on a ship. The lives of Deeti who is a common villager, Zachary Reid who is an American sailor, an opium trader Benjamin Bumham, Paulette who is a French orphan, and a zamindar named Neel Rattan Halder are about to change forever. They all meet as though they were destined to become a family that made Ibis, the ship, their home. Each character comes with an emotive background and has a story that they have left behind in different lands. Penury brings all these characters together and they fill one anotherÃÂÃÂs broken souls and the journey continues to destinies that are not augured. All these characters have an association with opium. Amitav associates the main characters of the book to poppy seeds birthing in enormous numbers and appearing like an eerie ocean. He associates the story to this idea in such a way that like the poppy seeds, all the characters are unsure of their destiny. Discover the profoundly philosophical journeys of the different characters in this book.About Amitav GhoshThe Indian born English writer Amitav GhoshÃÂÃÂs work mostly constitutes historical situations and specifically Indian at that. His debut novel was The Circle of Reason, and he has ever since been a prolific writer. Born in July 1956, Ghosh studied in some of the most reputed educational institutions of India. He later acquired a D.Phil. from St. Edmund Hall in Social Anthropology. He was also a professor and taught at Queens College, City University of New York, and the most renowned Harvard. For his outstanding contributions, Amitav Ghosh has been awarded the Padma Shri award by the Indian government in the year 2007. He has also won the Sahitya AkademiÃÂ Award, the Dan David Prize, and the Arthur C. Clarke Award, and was nominated for the Man Booker Prize in the 2008 for his book Sea of Poppies. Currently, he lives in New York, with his wife Deborah Baker, and their two children. Some of his other notable works areÃÂ The Shadow Lines,ÃÂ The Calcutta Chromosome,ÃÂ The Glass Palace, The Hungry Tide and River of Smoke.",Fiction  ,Afeem Sagar
Anant Pai,A Tinkle Double Digest is two Tinkle Digests in one volume. These include the best stories of Tinkle over the years.,Juvenile Fiction  ,Tinkle Double Digest No. 52
Prans,"They say - smaller the trouble, the better it is. This applies appropriately to PINKI, the five-year-old little girl, who is often seen carrying her pet Kut-Kut, the squirrel. This strip was created by cartoonist Pran in 1978. The series became a tremendous hit in short period. . . Many manufactures have used this character on their children goods to promote the sales. The whole neighbourhood of Pinki is scared of menace of her doings. She wants to help uncle Jhapatji busy painting the furniture. """"If you want to help me, go away!"""" He screams. Other characters in the series are, Champu, Bhiku, Didi, Principal Tasmut, PINKI'S parent and grand parents.""",Comics & Graphic Novels  ,Pinki Gennie
Radhika Oberoi,"A novel about the massacre of Sikhs in 1984-layered, compelling and heartbreakingStillborn Season opens with the assassination of Indira Gandhi in October 1984. Brilliantly evoking the homicidal madness of the days which followed, the novel traces the fates of individual and intermeshed lives as mobs spill out onto the streets of Delhi, hunting, maiming and killing Sikh men and women in revenge.Raiders come at midnight for Jaspreet Singh, an elderly gentleman from South Delhi, and he narrowly escapes with his life after his granddaughter Amrit thinks up an unusual disguise for him. Hari, part of a mob, invades an upscale restaurant in Connaught Place and helps burn the proprietor alive before demanding a bespoke meal from the chef. Balbir, hiding inside a cabinet in his store in Punjabi Bagh, bears witness to Hari being gunned down by his store-assistant. And Bhola, a young disabled beggar at the busy Bhikaji Cama intersection, keeps a Sikh father and son from being lynched.Then, moving forward in time, the novel finds Amrit, now a young journalist, talking to people to understand the violence that scarred her childhood. She learns how the books of Nai Sarak were saved because Rikhi Chacha, a Sikh book-lover, gave up his life for them. At the house of Satwant, a Sikh taxi-driver, she pays the cost of dredging up memories in people who would rather forget them. And Balwant Mann, a retired constable of Delhi Police, divulges more about his role in the riots to her than he intends to.Rarely has a work of fiction captured the violence of 1984 with as much empathy and on such an expansive canvas.Stillborn Season is a must read.",Fiction  ,Stillborn Season - A Novel
Thrity Umrigar,"During a terrible heatwave in 1991 - the worst in a decade-ten-year old Anton has been locked in an apartment in the projects, alone, for seven days, without air conditioning or a fan. With no electricity, the refrigerator and lights do not work. Hot, hungry, and desperate, Anton shatters a window and climbs out. Cutting his leg on the broken glass, he is covered in blood when the police find him. Juanita, his mother, is discovered in a crack house less than three blocks away, nearly unconscious and half-naked. When she comes to, she repeatedly asks for her baby boy. She never meant to leave Anton - she went out for a quick hit and was headed right back, until her drug dealer raped her and kept her high. Though the bond between mother and son is extremely strong, Anton is placed with child services while Juanita goes to jail.The Harvard - educated son of a U. S. senator, Judge David Coleman is a scion of northeastern white privilege. Desperate to have a child in the house again after the tragic death of his teenage son, David uses his power and connections to keep his new foster son, Anton, with him and his wife, Delores - actions that will have devastating consequences in the years to come.Following in his adopted family's footsteps, Anton, too, rises within the establishment. But when he discovers the truth about his life, his birth mother,and his adopted parents, this man of the law must come to terms with the moral complexities of crimes committed by the people he loves most.",Fiction  ,Everybody's Son - A Novel
"Landy, Derek","Following the shocking revelations of DARK DAYS, get ready for the fifth instalment of the bestselling Skulduggery Pleasant series ÃÂÃÂ guaranteed to contain at least 40% humour, 50% action, and 100% thrillsÃÂÃÂ¦""The blonde girl with the black lips turned to Valkyrie. 'We know,' she said. 'We've seen the future. We know you're going to kill the worldÃÂÃÂ¦'""Skulduggery Pleasant and Valkyrie Cain are back ÃÂÃÂ just in time to see their whole world get turned upside down.With Valkyrie struggling to protect her dark secret, Skulduggery and the gang are more vulnerable than ever, just as a plague of body-snatching Remnants are released upon the worldÃÂÃÂ¦",nan ,MORTAL COIL
Charles J F,"London, December 1944. Emy hates India. 16 years ago, she had lost her parents there. And all of a sudden, the past beckons. Rather accidentally, Emy chances upon the personal diary of her mother AmÃÂÃÂ©lia, a resigned young woman, straight out of rigid Victorian England, confronted, through a strange India, with her own sexuality. January 1928. AmÃÂÃÂ©lia sets sail with Emy on the first ship to Bombay, to reunite with her husband Thomas, captain in the army at Khalapur, in Rajasthan. But the reunion leaves much to be desired. Thomas seems to have changed unless it is AmÃÂÃÂ©lia who cannot handle the suffocating heat of the Thar Desert. Fortunately, there is Kenneth Lowther, ThomasÃÂÃÂs friend, an atheist philosopher, who tries to explain to AmÃÂÃÂ©lia, the disconcerting India, its religion, costumes and the magnificence of its maharajas. The young lady finds it difficult to find her bearings in this new set-up.",  ,Nothing At Darjeeling
Satrapi Marjane,"Embroideries, written by Marjane Satrapi, is a graphic novel that brings together several women who share their stories.Summary of the BookEmbroideries is set at a post-dinner tea party that brings all the adored characters from Satrapi's previous best-selling novel to the limelight. The story revolves around seven Iranian women from Satrapi's life, including her tough-talking grandmother, her fashionable and peculiar aunt, her quiet mother, and other friends and neighbours. All of them gather for an afternoon of tea-drinking and gossiping. As expected, the conversation soon turns to sex, love, arranged marriages, faked virginity, whims of men, annoying mother-in-laws, child birth, bedroom secrets, and dishonest husbands. With the passing of the afternoon, each of the woman shares her own secrets about a lot of things. The topics range from how to escape the husband your parents choose for you, how to fake virginity, and how to take advantage of being someone's mistress, to relishing the benefits of plastic surgery! The reader also gets to witness some moving tales of betrayal, futile marriages, regret, and stories of women being forced to marry for all the wrong reasons, which expose a patriarchal culture. Satrapi's novel offers an intimate look into IranÃÂÃÂs sexual politics. She presents a perfect tale of what happens when such women get together to discuss their innermost secrets, with the edge of wit, highly stylized drawings and rendering expressions with bold strokes.About Marjane SatrapiMarjane Satrapi is an award-winning Iran-born French contemporary graphic novelist and illustrator. She has also authored Chicken with Plums, Monsters are Afraid of the Moon, and The Sigh. Marjane Satrapi was born on 22nd November, 1969 in Rasht, Iran. She finished her education from LycÃÂÃÂ©e FranÃÂÃÂ§ais de Vienne and obtained her masterÃÂÃÂs degree in visual communication from Islamic Azad University in Tehran. She became world famous in 2003 and 2004, when her autobiographical graphic novels Persepolis and Persepolis 2 were published. She has been honoured with several awards and recognitions. Marjane currently lives in Paris.",Biography & Autobiography  ,Embroideries
Oda Eiichiro,"Join Monkey D. Luffy and his swashbuckling crew in their search for the ultimate treasure, the One Piece! As a child, Monkey D. Luffy dreamed of becoming King of the Pirates. But his life changed when he accidentally gained the power to stretch like rubber...at the cost of never being able to swim again! Years, later, Luffy sets off in search of the ""One Piece,"" said to be the greatest treasure in the world... Thanks to some dirty tricks, the Vinsmokes have Sanji trapped. Will he really be doomed to his fate as a pawn in a political marriage?! Meanwhile, what will happen to Luffy and the gang as they fight against some of Big Mom's strongest officers? * The latest volume of the world's best-selling manga! * Releases 4 times a year for 84+ volumes. Series is ongoing. * The best-selling manga in the world with over 400 million copies in print. * Weekly simultaneous serialization in VIZ Media's Weekly Shonen Jump digital magazine. * Anime broadcast on Cartoon Network; streaming available on Viz.com, FUNimation.com, Hulu.com, Onepieceofficial.com.",Comics & Graphic Novels  ,"One Piece, Vol. 84"
Keene Carolyn,"Nancy Drew and the Clue Crew are off to the beach and sleuthing for ghosts!Nancy and her friends are headed for the shores of Cape Mermaid, New Jersey, where they are hoping to spend a fun-filled week. But as soon as they arrive at an old inn on the beach, strange things start to happen spooky noises, a message for help, and a possible ghost sighting. Could the rumored ghost of Cape Mermaid actually exist? Or is there more to the story than meets the eye? ItÃÂÃÂs up to the Clue Crew to solve the mystery!",Juvenile Fiction  ,Cape Mermaid Mystery
Ishida Sui,"Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-Ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. Amid clashes between Ghouls and the Commission of Counter Ghoul investigators at Doctor Kano's underground facility, Kaneki finds himself locked in battle with Special Class Ghoul investigator Yukinori Shinohara. When the battle subsides, the CCG discovers shocking evidence that leads them closer to discovering the truth behind Kano's sinister plans.",Comics & Graphic Novels  ,"Tokyo Ghoul, Vol. 11"
Scholastic,"Featuring a ""Meet the Shoppies"" bio section, personality quizzes, story starters, writing prompts, and art throughout, this journal is a must-have for every Shoppies fan!",Non-Fiction  ,Fun - Tastic Fill - In Journal
Varsha Gajendragadkar,This book is related to Experience of Indian Fighters,Self Help  ,Death Was Not Painful 
"Subimal Misra,V. Ramaswamy","Subimal Misra - anarchist, activist, anti-establishment, experimental 'anti-writer' - is a contemporary master, and among India's greatest living authors. This Could Have Become Ramayan Chamar's Tale is a novella about a tea-estate worked turned Naxalite named Ramayan Chamar, who gets arrested during a worker's strike and is beaten up and killed in custody. But every time the author attempts to write that story, reality intrudes in various forms to create a picture of a nation and society that is broken down, and where systemic inequalities are perpetuated by the middle- and upper-classes who are either indifferent or actively malignant. When Colour Is A Warning Sign goes even further in its experimentation, abandoning the barest pretence of narrative and composed entirely as a collage of vignettes, dialogue, reportage, autobiography, etc. Together these two anti-novels are a direct assault on the 'vast conspiracy of not seeing' that makes us look away from the realities of our sociopolitical order. In V. Ramaswamy's translation, they make for difficult, challenging but ultimately immensely powerful reading.",Indian Writing  ,This Could Have Become Ramayan Chamar's Tale: Two Anti-Novels
Jim Corbett,"Just Tigers brings together all Jim CorbettÃÂÃÂs stories about shooting tigers, many of whom were man-eaters. Taken from Man-eaters of Kumaon, The Temple Tiger and More Man-eaters of Kumaon and Jungle Lore, these fourteen stories are as fresh and thrilling as the day on which they were first published. They show, too, why, besides his legendary exploits as a hunter of man-eaters, Corbett was one of IndiaÃÂÃÂs most important conservationists. As Valmik Thapar writes in his introduction: ÃÂÃÂAs you thrill to his exploits in the jungles of Kumaon, spare a thought for his legacy. In part due to his efforts and the people he inspired to carry on his work after him...we still have over 2,000 tigers left in India, the largest population of wild tigers in the world.ÃÂÃÂ",Action & Adventure  ,JUST TIGERS
Bone Emily,"What is the surface of Mars like? Why does Venus glow in the dark? How do scientists explore faraway planets? Beginner readers can find answers to these questions and more in this colourful information book. Illustrated with stunning photographs and illustrations accompanied by short, informative text developed with reading experts. Includes carefully selected internet-links to exciting websites about the Solar System.",Juvenile Fiction  ,The Solar System
Goldratt Eliyahu M.,"Alex Rogo is a harried plant manager who has been given 90 days to save his failing factory. If he doesn't improve the plant's performance, corporate headquarters will close it down and hundreds of workers will lose their jobs. It takes a chance meeting with Jonah, a former professor, to help him break out of his conventional thinking and figure out what needs to be done. As Alex identifies the plant's problems and works with his team to find solutions, the reader gains an understanding of the fundamental concepts behind the Theory of Constraints. Visual and fun to read, The Goal: A Business Graphic Novel offers an accessible introduction to the Theory of Constraints concepts presented in The Goal, the business novel on which it was based. The Goal is widely considered to be one of the most influential business books of all time. A bestseller since it was first published in 1984, the business novel has sold over 7 million copies, been translated into 32 languages and is taught in colleges, universities, and business schools around the world. Named to Time magazine's list of the 25 Most Influential Business Management Books, it is frequently cited by executives as a favorite or must-read title.",Comics & Graphic Novels  ,The Goal
Swati Kaushal,"A luxurious hilltop resort.A high-stakes corporate retreat for a team of cutthroat professionals.An unexpected death, a roomful of suspects, a handsome Army officer with a secret past.It is peak tourist season in Shimla, and the last thing anyone needs is a dead body appearing mysteriously at the bottom of a hill. Enter Shimla's ace cop, the hot and happening Superintendent of Police Niki Marwah, determined to leave no stone unturned in her quest to nail the culprit.As Niki and her team race against time to solve the mystery, they uncover a web of bitter rivalries, secret grudges and vicious lies. Everything points to murder and, with the list of suspects growing, Niki realizes it will take all of her ingenuity to stop a ruthless killer.",Fiction  ,Drop Dead
